crop,state,costofcultivation/hectarea2fl,costofcultivation/hectarec2,costofproduction/quintalc2,yieldquintal/hectare,production200607,production200708,production200809,production200910,production201011,area200607,area200708,area200809,area200910,area201011,yield200607,yield200708,yield200809,yield200910,yield201011,variety,season/durationindays,unnamed4,200405,200506,200607,200708,200809,200910,201011,201112,frequency,unit,31993,31994,31995,31996,31997,31998,31999,32000,32001,32002,32003,32004,32005,32006,32007,32008,32009,32010,32011,32012,32013,32014
pearl millet,"Andhra Pradesh, Karnataka, Tamil Nadu and Maharashtra under normal Kharif season.",,,,,,,,,,,,,,,,,,,,MH 1541 (86M53) (Hybrid),78-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl millet,"Rajasthan, Haryana and Gujarat under rainfed low fertility condition.",,,,,,,,,,,,,,,,,,,,RHB 177 (MH 1486),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl millet,"Rajasthan, Gujarat, Haryana, Uttar Pradesh, Punjab and Madhya Pradesh.",,,,,,,,,,,,,,,,,,,,HHB 226  (MH 1479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finger millet,"Chhattisgarh, Jharkhand, Karnataka, Maharashtra, Tamil Nadu and Uttarakhand in Kharif  season.",,,,,,,,,,,,,,,,,,,,GPU 67,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indian mustard,"Rajasthan, Haryana, Punjab, Delhi and Jammu & Kashmir under timely sown irrigated condition.",,,,,,,,,,,,,,,,,,,,DRMR 601 (NRCDR 601),144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indian mustard,"Plains of Jammu & Kashmir, Punjab, Haryana, Rajasthan, Delhi and Western Uttar Pradesh in multiple cropping systems.",,,,,,,,,,,,,,,,,,,,Pusa Mustard 26 (NPJ-113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indian mustard,"Uttar Pradesh, Madhya Pradesh, Uttarakhand and Kota region of Rajasthan in multiple cropping systems.",,,,,,,,,,,,,,,,,,,,Pusa Mustard 27 (EJ-17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indian mustard,"Uttar Pradesh, Madhya Pradesh, Rajasthan and Uttarakhand under timely sown irrigated condition",,,,,,,,,,,,,,,,,,,,CORAL 432 (PAC 432)(Hybrid),130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow sarson,"UP, West Bengal, Haryana, Bihar, Gujarat, Uttarakhand and Manipur. ",,,,,,,,,,,,,,,,,,,,Pitambari (RYSK-05-02),110-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linseed,"Bundelkhand part of Uttar Pradesh, Madhya Pradesh and Rajasthan under rainfed condition.",,,,,,,,,,,,,,,,,,,,JLS-67 (Shival),114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linseed,"Uttar Pradesh (except Bundelkhand), Bihar, Assam, West Bengal and Jharkhand under timely sown irrigated condition.",,,,,,,,,,,,,,,,,,,,Ruchi (LCK 5021),134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linseed,"Madhya Pradesh, Rajasthan and Bundelkhand of Uttar Pradesh, north east and Central Maharashtra and North east part of Gujarat in Rabi season under irrigated condition.",,,,,,,,,,,,,,,,,,,,JLS-73 (SLS-73),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groundnut,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",,,,,,,,,,,,,,,,,,,,Girnar - 3 (PBS 12160),108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groundnut,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,,,,,,,,,,,,,,,,,,,,Kadiri Harithandhra (K 1319),122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
groundnut,Jharkhand and Manipur in Kharif Season.,,,,,,,,,,,,,,,,,,,,GPBD 5,105-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sesame,"Rajasthan, Uttar Pradesh, Maharashtra, Gujarat, Karnataka, Himachal Pradesh, Punjab, Haryana and Jammu and Kashmir.",,,,,,,,,,,,,,,,,,,,Rajasthan Till 351 (RT 351),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chickpea,"MP, South Rajasthan, Chhattisgarh, Maharashtra, Gujarat, Bundelkhand Region of UP under irrigated conditions during Rabi Season.",,,,,,,,,,,,,,,,,,,,Ujjawal (IPCK2004-29),103-111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bengal gram,"Maharashtra, Madhya Pradesh under irrigated conditions. ",,,,,,,,,,,,,,,,,,,,PKV KABULI-4,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bengal gram,"Karnataka, Andhra Pradesh, Orissa and Tamil Nadu in normal sown rainfed as well as irrigated condition.",,,,,,,,,,,,,,,,,,,,MNK-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentil,"Punjab, Haryana, Plains of Uttarakhand, Western Uttar Pradesh, Delhi and Rajasthan as a pure crop in Rabi season.",,,,,,,,,,,,,,,,,,,,Pant Lentil-8(Pant L-063),135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentil,"Punjab, Haryana and Uttar Pradesh under in Rabi season.",,,,,,,,,,,,,,,,,,,,Pant Lentil-7(Pant L-024),147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldpea,"Punjab, Haryana, Plains of Uttarakhand, Western Uttar Pradesh, Delhi and parts of Rajasthan during Rabi season.",,,,,,,,,,,,,,,,,,,,Aman  (IPF 5-19),137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldpea,"Uttarakhand Hills, Jammu & Kashmir and North Eastern States under normal sown Rabi season as pure crop. ",,,,,,,,,,,,,,,,,,,,GOMATI (TRCP-8),140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fieldpea,"Eastern Uttar Pradesh, Bihar, Jharkhand and West Bengal in Rabi season.",,,,,,,,,,,,,,,,,,,,Dantiwada Fieldpea 1 (SKNP 04-09),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
french bean,"Gujarat, Southern Part of Rajasthan, Maharashtra and Madhya Pradesh.",,,,,,,,,,,,,,,,,,,,Gujarat Rajmash-1 (DPR 88-1-2),108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mungbean,"Karnataka, Tamil Nadu and Orissa in Kharif season.",,,,,,,,,,,,,,,,,,,,PKV AKM-4 (AKM-9904),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urdbean,"Punjab, Haryana, Western Uttar Pradesh and Plains of Uttarakhand in Kharif season.",,,,,,,,,,,,,,,,,,,,Mash 479 (KUG 479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urdbean,"Karnataka, Andhra Pradesh, Orissa and Tamil Nadu in summer season.",,,,,,,,,,,,,,,,,,,,Mash 391 (LU 391),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster bean,"Uttar Pradesh, Madhya Pradesh, Haryana, Gujarat and Rajasthan under timely sowing, normal fertility and rainfed conditions. ",,,,,,,,,,,,,,,,,,,,HG 884,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cluster bean,"Uttar Pradesh, Haryana, Gujarat and Rajasthan under timely sowing, normal fertility and rainfed conditions",,,,,,,,,,,,,,,,,,,,HG 2-20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horse gram,South India under rainfed conditions.,,,,,,,,,,,,,,,,,,,,CRIDALATHA (CRHG-4),110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugarcane,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,,,,,,,,,,,,,,,,,,,Karan 6 (Co 0239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugarcane,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",,,,,,,,,,,,,,,,,,,,Karan 5 (Co 0124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sugarcane,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",,,,,,,,,,,,,,,,,,,,Co-0218,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
napier bajra hybrid,"Madhya Pradesh, Maharashtra, Gujarat, Southern Part of UP, Andhra Pradesh, Tamil Nadu, Karnataka and Kerala under irrigated conditions.",,,,,,,,,,,,,,,,,,,,Phule Jaywant (RBN-13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oat,Oat growing areas of India for single cut system under both normal and salt affected soil in Rabi Season.,,,,,,,,,,,,,,,,,,,,Narendra Jayee -1 (NDO - 1),120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oat,"Madhya Pradesh, Gujarat and Maharashtra under timely sown irrigated condition suitable for single cut system.",,,,,,,,,,,,,,,,,,,,OS 346,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oat,"Madhya Pradesh, Chhattisgarh, Bundelkhand region of Uttar Pradesh, Rahuri and Urulikanchan areas of Maharashtra and Anand adjoining area of Gujarat.",,,,,,,,,,,,,,,,,,,,JO 03-91 (SC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall fescue grass,"The temperate and sub-temperate grasslands and pastures of hill zone of the country comprising states of Himachal Pradesh, Uttarakhand and Jammu & Kashmir.",,,,,,,,,,,,,,,,,,,,EC 178182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cowpea (fodder),"States of Uttarakhand, HP, J & K, Punjab, Haryana, Rajasthan, UP, MP, Chhattisgarh, Bihar, Jharkhand, West Bengal, Orissa, Assam, Gujarat and Maharashtra in irrigated summer and rainfed Kharif.",,,,,,,,,,,,,,,,,,,,UPC 628,145-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jute,"West Bengal, Assam, Bihar and Orissa.",,,,,,,,,,,,,,,,,,,,SUDHANGSU (JBO-1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jute,West Bengal and Assam under rainfed agro system.,,,,,,,,,,,,,,,,,,,,ARPITA  (JBC-5),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesta,Traditional Mesta Growing belt of the Country under rainfed conditions.,,,,,,,,,,,,,,,,,,,,SNEHA  (JRM-3),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesta,"Andhra Pradesh, Orissa, Assam, Maharashtra, Bihar and West Bengal under rainfed conditions.",,,,,,,,,,,,,,,,,,,,SHRESTHA (JRM-5),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cotton,"Gujarat, Maharashtra and Madhya Pradesh.",,,,,,,,,,,,,,,,,,,,CNH012,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cotton,"Punjab, Haryana and Uttar Pradesh under wilt free area.",,,,,,,,,,,,,,,,,,,,CICR-3 (CISA 614),150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cotton,"Maharashtra, Gujarat, Madhya Pradesh and Orissa under rainfed conditions.",,,,,,,,,,,,,,,,,,,,VBCH 2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desi cotton,"Punjab, Haryana and Rajasthan under irrigated condition.",,,,,,,,,,,,,,,,,,,,FDK 124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rice,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.0,99.0,105.0,112.0,121.0,117.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,
wheat,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.0,112.0,115.0,117.0,127.0,120.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,
coarse cereals,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.0,110.0,115.0,113.0,123.0,122.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,
pulses,,,,,,,,,,,,,,,,,,,,,,,,100.0,108.0,134.0,124.0,124.0,146.0,137.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,
vegetables,,,,,,,,,,,,,,,,,,,,,,,,100.0,109.0,103.0,118.0,113.0,124.0,128.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,
fruits,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.0,99.0,98.0,102.0,104.0,114.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,
milk,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.0,98.0,98.0,98.0,112.0,123.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,
"eggs, fish and meat",,,,,,,,,,,,,,,,,,,,,,,,100.0,102.0,101.0,100.0,99.0,116.0,133.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,
oilseeds,,,,,,,,,,,,,,,,,,,,,,,,100.0,86.0,85.0,97.0,104.0,103.0,99.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,
sugarcane,,,,,,,,,,,,,,,,,,,,,,,,100.0,96.0,91.0,87.0,80.0,81.0,109.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,
fibers,,,,,,,,,,,,,,,,,,,,,,,,100.0,92.0,91.0,96.0,109.0,107.0,138.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,
all agriculture,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.0,101.0,104.0,106.0,115.0,123.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agricultural production foodgrains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,198.36282,208.6016,217.28212,230.77504,234.4661774,218.107372,244.4918091,259.2862533,257.13,264.3806
agricultural production foodgrains kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,103.30942,109.8734,110.57622,120.95724,118.1385774,103.954032,120.8531911,131.2748125,128.07,129.3686
agricultural production foodgrains rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,95.0534,98.7282,106.7059,109.8178,116.3276,114.15334,123.638618,128.0114408,129.06,135.012
agricultural production foodgrains rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,83.1317,91.7934,93.3553,96.6929,99.1825,89.092901,95.97981924,105.3011,105.24,106.2872
agricultural production foodgrains rice kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,72.23,78.2719,80.1708,82.6594,84.9082,75.91651,80.65124114,92.7807,92.37,92.0093
agricultural production foodgrains rice rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,10.9017,13.5215,13.1845,14.0335,14.2743,13.176391,15.3285781,12.5204,12.87,14.2779
agricultural production foodgrains wheat rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,68.6369,69.3545,75.8067,78.5702,80.6794,80.803558,86.873953,94.8820629,93.51,95.8492
agricultural production foodgrains jowar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,7.2443,7.6296,7.1508,7.9259,7.2456,6.698203,7.003147,5.979153,5.28,5.2467
agricultural production foodgrains jowar kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,4.0444,4.0716,3.7068,4.1149,3.0519,2.763233,3.439147,3.293,2.84,2.2292
agricultural production foodgrains jowar rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,3.1999,3.558,3.444,3.811,4.1937,3.93497,3.564,2.686153,2.44,3.0175
agricultural production foodgrains bajra kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,7.9313,7.684,8.4237,9.9701,8.8871,6.506412,10.3699094,10.2760195,8.74,9.1855
agricultural production foodgrains maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,14.172,14.7099,15.097,18.9554,19.7314,16.719467,21.725752,21.759372,22.26,24.1909
agricultural production foodgrains maize kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,11.4764,12.1559,11.5563,15.1067,14.1205,12.293291,16.6373746,16.48628,16.19,17.5056
agricultural production foodgrains maize rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,2.6956,2.554,3.5407,3.8487,5.6109,4.426176,5.0883774,5.273092,6.06,6.6853
agricultural production foodgrains ragi kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,2.4324,2.3536,1.4436,2.1522,2.0399,1.888462,2.193451,1.929242,1.57,1.8775
agricultural production foodgrains small millets kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,0.47762,0.4716,0.4796,0.5507,0.4448,0.381922,0.441967,0.45153,0.44,0.4454
agricultural production foodgrains barley rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,1.2071,1.2206,1.3279,1.1961,1.6891,1.354658,1.662865,1.61865,1.75,1.7303
agricultural production foodgrains coarse cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,33.46472,34.0693,33.9226,40.7504,40.0379,33.549124,43.3970914,42.0139665,40.04,42.6763
agricultural production foodgrains coarse cereals kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,26.36212,26.7367,25.61,31.8946,28.5442,23.83332,33.081849,32.4360715,29.79,31.2432
agricultural production foodgrains coarse cereals rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,7.1026,7.3326,8.3126,8.8558,11.4937,9.715804,10.3152424,9.577895,10.25,11.4331
agricultural production foodgrains cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,185.23332,195.2172,203.0846,216.0135,219.8998,203.445583,226.2508636,242.1971294,238.79,244.8127
agricultural production foodgrains cereals kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,98.59212,105.0086,105.7808,114.554,113.4524,99.74983,113.7330901,125.2167715,122.16,123.2525
agricultural production foodgrains cereals rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,86.6412,90.2086,97.3038,101.4595,106.4474,103.695753,112.5177735,116.9803579,116.63,121.5602
agricultural production foodgrains tur kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,2.3469,2.738,2.3141,3.07594,2.2655,2.464552,2.86112,2.654046,3.02,3.3822
agricultural production foodgrains other kharif pulses kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,0.6118,0.5443,0.70402,0.9555,0.79763636,0.48519393,1.32841646,0.930795,0.62,0.6692
agricultural production foodgrains gram rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,5.4694,5.5999,6.3337,5.7486,7.0602,7.475903,8.221091,7.702324,8.83,9.9253
agricultural production foodgrains other kharif pulses rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,2.317,2.3109,2.2878,2.0017,2.2337,2.30803757,2.27046883,2.4013589,2.73,2.6899
agricultural production foodgrains pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,13.1295,13.3844,14.19752,14.76154,14.56637744,14.661789,18.2409455,17.0891239,18.34,19.5679
agricultural production foodgrains pulses kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,4.7173,4.8648,4.79542,6.40324,4.68617744,4.204202,7.120101,6.058041,5.91,6.1161
agricultural production foodgrains pulses rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,8.4122,8.5196,9.4021,8.3583,9.8802,10.457587,11.1208445,11.0310829,12.43,13.4518
agricultural production oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,24.3535,27.9779,24.2894,29.7553,27.718952,24.881624,32.478956,29.7986417,30.943,32.4143
agricultural production oilseeds kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,14.1492,16.767,14.0121,20.7134,17.807969,15.728429,21.922022,20.691064,20.791,22.1366
agricultural production oilseeds rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,10.2043,11.2109,10.2773,9.0419,9.910983,9.153195,10.556934,9.1075777,10.152,10.2777
agricultural production oilseeds groundnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,6.7744,7.9933,4.8635,9.1825,7.1681,5.428493,8.264782,6.963712,4.695,9.4715
agricultural production oilseeds groundnut kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,5.2621,6.2979,3.2942,7.3624,5.6171,3.852216,6.642767,5.12691,3.187,7.6557
agricultural production oilseeds groundnut rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,1.5123,1.6954,1.5693,1.8201,1.551,1.576277,1.622015,1.836802,1.508,1.8158
agricultural production oilseeds castorseed kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,0.7934,0.9907,0.7623,1.0536,1.171059,1.008951,1.350324,2.29491,1.964,1.6438
agricultural production oilseeds sesamun kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,0.6741,0.6411,0.6184,0.7569,0.6403,0.588419,0.892995,0.810264,0.685,0.6361
agricultural production oilseeds nigerseed kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,0.1122,0.108,0.1209,0.1095,0.11698,0.099936,0.107709,0.098084,0.102,0.0875
agricultural production oilseeds rapeseed and mustard rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,7.5931,8.1312,7.4378,5.8336,7.2007,6.608079,8.17871,6.6037357,8.029,7.8289
agricultural production oilseeds linseed rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,0.1697,0.1725,0.1679,0.1634,0.169183,0.153703,0.146544,0.152456,0.149,0.1409
agricultural production oilseeds safflower rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,0.1736,0.2286,0.2403,0.2245,0.1892,0.178822,0.150432,0.145331,0.109,0.1159
agricultural production oilseeds sunflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,1.1867,1.439,1.2275,1.4631,1.158,0.850744,0.651063,0.516636,0.544,0.5417
agricultural production oilseeds sunflower kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,0.4311,0.4558,0.3655,0.4628,0.3571,0.21443,0.19183,0.147383,0.187,0.1655
agricultural production oilseeds sunflower rabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,0.7556,0.9832,0.862,1.0003,0.8009,0.636314,0.459233,0.369253,0.357,0.3762
agricultural production oilseeds soyabean kharif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,6.8763,8.2735,8.8508,10.9682,9.90543,9.964477,12.736397,12.213513,14.666,11.948
agricultural production commercial crops cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Bale mn,,,,,,,,,,,,,16.4286,18.499,22.6318,25.8841,22.2762,24.021803,33.0,35.2,34.22,36.5
agricultural production commercial crops jute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Bale mn,,,,,,,,,,,,,9.3993,9.97,10.3171,10.2201,9.6344,11.230374,10.009412,10.73564,10.34,10.821
agricultural production commercial crops mesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Bale mn,,,,,,,,,,,,,0.873,0.8701,0.9559,0.9904,0.7309,0.587028,0.610752,0.66298,0.59,0.5795
agricultural production commercial crops jute and mesta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Bale mn,,,,,,,,,,,,,10.2723,10.8396,11.273,11.2105,10.3653,11.817402,10.620164,11.39862,10.93,11.4005
agricultural production commercial crops sugarcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,,,,,,,237.0884,281.1718,355.5197,348.1879,285.0293,292.301617,342.3815552,361.036576,341.2,348.384
agricultural production plantation crops potato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,,,23.61,24.7,22.5,23.9,23.3,23.1,23.6,23.9,22.2,28.5,,,,,,
agricultural production plantation crops onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,4.18,3.62,5.33,4.9,4.55,4.83,4.21,5.92,6.43,8.68,,,,,,,,
agricultural production plantation crops tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Annual, Ending mar Of Each Year",Ton mn,,,,,0.62,0.64,0.74,0.52,0.34,0.55,0.5,0.54,0.55,0.55,,,,,,,,
